Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,TicketGroupSize,HasCabin,FarePerPerson,LogFare,AgePclass,IsChild,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinDeck_U,FamilySizeGroup_Small,FamilySizeGroup_Solo
1,3,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,0.6792945838081278,-1.2316448970959013,0.15592817502233383,1.8351149988007642,-0.40059330775657653,-0.09156500424402261,-1.6039256874235135,3.1200864986464953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,0.8119223343984152,-0.579161792940097,1.8351149988007642,0.18518743753380743,0.36526093570402607,-0.18750913887167603,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3312673895291999,-0.7841792430073967,-0.12592581067377007,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.01870931177853076,3.1598334123861687,-1.2316448970959013,3.831378014834488,-0.5449249778098341,-0.4312681987076162,0.5286989276421437,1.6291990429665502,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.33673343575292625,-0.806763380796033,-0.6801757644549238,3.1200864986464953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,2,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.10933139627779945,-0.13322852057373055,1.4136573942738793,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-2.1027333275006983,3.1548090514635256,0.7676298785983874,-0.06199888922968463,2.5396987052416584,-1.2316448970959013,2.361198078909626,-0.5449249778098341,-0.42048379771778693,0.457519539438721,-1.7886756720172314,3.1200864986464953,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.19308082769342225,-0.3336984726090336,-0.249092467069582,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,0.059159876663617626,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.30474673624758597,-0.01838583697289204,0.8901991045916785,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.35429848316849616,-0.8828741679067217,0.6130741277011017,-0.3205039348857167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,2,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.5609748304808925,0.8119223343984152,0.15592817502233383,-0.5449249778098341,0.1698333751076099,0.3444394801955362,0.18199083031575983,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,2,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,0.8119223343984152,-0.579161792940097,1.8351149988007642,-0.19308082769342225,-0.3336984726090336,0.12040750211785385,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3318480522536815,-0.7865550587251358,-0.5878007721580649,3.1200864986464953,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,-0.5609748304808925,0.8119223343984152,-0.579161792940097,1.8351149988007642,0.4350399079237488,0.6557188297748954,-1.1112590618402656,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,-1.6416342675729512,2.2474704895351842,0.7676298785983874,-0.22408312108167944,1.9195639980971482,-1.2316448970959013,1.6261081109471953,-0.5449249778098341,-0.43832707935550436,0.1364991380659541,-1.2344257182360776,3.1200864986464953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,0.6638610320657843,0.4327933656785018,5.73284383018578,-0.016444159470040135,3.1598334123861687,-1.2316448970959013,1.6261081109471953,-0.5449249778098341,-0.4308195410393182,0.5322916934007406,1.5368240506696913,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.35429848316849616,-0.8828741679067217,0.6130741277011017,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,-0.7962859910387481,2.2474704895351842,2.0089333664952354,4.647001076532463,2.5396987052416584,-1.2316448970959013,1.6261081109471953,1.8351149988007642,0.6676772174115899,2.6987007794454887,-1.3883840387308426,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3360355238244626,-0.8038521494426432,0.6130741277011017,-0.3205039348857167,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.33557211030396283,-0.8019236166026618,0.6130741277011017,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,0.21787204896761117,0.4082334475616762,-0.7417590926528298,-0.3205039348857167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.301728820789,0.059159876663617626,-1.2316448970959013,0.15592817502233383,1.8351149988007642,1.48917725126591,2.097794920021772,-1.1112590618402656,-0.3205039348857167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.33964233267076216,-0.8189865811572414,0.6130741277011017,-0.3205039348857167,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,2,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.2628720205397746,-0.5368057694182641,2.091074004450845,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0.059159876663617626,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,0.5909645993333553,1.5060857797883969,-1.1112590618402656,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.39858208016340624,0.059159876663617626,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,0.1698333751076099,1.0408277503255374,-0.6801757644549238,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3541812339645143,-0.8823470582632056,0.6130741277011017,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3312673895291999,-0.7841792430073967,-0.03355081837691109,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0.6792945838081278,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,-0.38849616766320877,-0.01838583697289204,-0.31067579526748795,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0.059159876663617626,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,-0.39908069997028656,-0.47227211715402734,-0.6801757644549238,3.1200864986464953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,3,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0.059159876663617626,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.4237407200506167,-0.6331972544104215,1.7215740352634092,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,2,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0.059159876663617626,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,-0.2628720205397746,0.1329851701219792,-0.31067579526748795,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.33557211030396283,-0.8019236166026618,0.6130741277011017,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,2,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.18876253192945994,1.299429290952638,-1.2316448970959013,0.8910181429847647,-0.5449249778098341,-0.2658088339347491,0.8147822510349934,-1.7886756720172314,3.1200864986464953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3360355238244626,-0.8038521494426432,-0.218300802970629,-0.3205039348857167,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3312673895291999,-0.7841792430073967,0.6130741277011017,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.059159876663617626,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.33964233267076216,-0.16405229962564447,0.6130741277011017,-0.3205039348857167,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.33964233267076216,-0.8189865811572414,0.6130741277011017,-0.3205039348857167,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0.6792945838081278,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.35425940010050216,0.16437971416667366,0.6130741277011017,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,3,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0.059159876663617626,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,-0.30753838396144006,-0.029312075627065143,-0.31067579526748795,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,3,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.1506737441786005,2.5396987052416584,-1.2316448970959013,3.096288046872057,-0.5449249778098341,-0.37133916608848055,0.7678594338107121,-1.3268007105329365,3.1200864986464953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3382465088138351,-0.8131032608653792,-0.03355081837691109,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,0.8964967865378598,0.059159876663617626,-1.2316448970959013,0.8910181429847647,1.8351149988007642,0.5150094483348132,1.4362199751817062,-0.46463411576225294,-0.3205039348857167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.19308082769342225,0.3444394801955362,-0.18750913887167603,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1,2.738806801740646,-0.47454519624983954,0.7676298785983874,0.5995101505357573,0.059159876663617626,-1.2316448970959013,-0.579161792940097,1.8351149988007642,0.30912542943807375,1.2189504454470093,0.028032509820994887,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,-0.5609748304808925,0.8119223343984152,-0.579161792940097,1.8351149988007642,0.4350399079237488,0.6557188297748954,-1.1112590618402656,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.2628720205397746,-0.5368057694182641,-0.6801757644549238,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3541812339645143,-0.8823470582632056,0.6592616238495311,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,2,-1.8721837975368247,0.4327933656785018,2.0089333664952354,-0.08968408411123653,1.299429290952638,-1.2316448970959013,0.8910181429847647,-0.5449249778098341,-0.36232447034582665,0.40928266156909443,-1.6655090156214194,3.1200864986464953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,3,-1.4110847376090776,4.0621476133918675,2.0089333664952354,0.2958951755118318,3.779968119530679,-1.2316448970959013,3.096288046872057,-0.5449249778098341,-0.3923346832697581,0.936361092700485,-0.9573007413455007,3.1200864986464953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.3541812339645143,-0.8823470582632056,0.058824173919947875,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,0.962353321387736,-0.5609748304808925,0.8119223343984152,0.15592817502233383,1.8351149988007642,1.6773231405888203,1.4787785499834798,-0.8033424208507358,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1.2018099353148226,0.4327933656785018,-0.4736736092984604,1.0323213593611125,0.059159876663617626,-1.2316448970959013,0.15592817502233383,1.8351149988007642,0.6091689340753977,1.5221510751129648,-0.5878007721580649,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,-1.949033640858116,2.2474704895351842,2.0089333664952354,-0.08666388103324908,2.5396987052416584,-1.2316448970959013,3.096288046872057,-0.5449249778098341,-0.4261834118002391,0.4146557174979072,-1.6039256874235135,3.1200864986464953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,0.21787204896761117,0.4082334475616762,-1.1112590618402656,-0.3205039348857167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,3,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0.6792945838081278,-1.2316448970959013,0.15592817502233383,-0.5449249778098341,-0.4141253547748653,-0.1800831698720664,0.6130741277011017,-0.3205039348857167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,2,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.579161792940097,1.8351149988007642,-0.2628720205397746,-0.5368057694182641,-0.18750913887167603,-0.3205039348857167,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.32824403505509586,-0.7718965778779472,-0.218300802970629,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,3,-0.9499856776813305,3.1548090514635256,2.0089333664952354,-0.4888542575852486,3.1598334123861687,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.5243895903054634,-0.798539974052802,-0.4030507875643469,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.47400492578514347,0.6792945838081278,-1.2316448970959013,-0.579161792940097,-0.5449249778098341,-0.47538620275691745,-0.7165619336211217,0.4283241431073837,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,2,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,0.8119223343984152,-0.579161792940097,-0.5449249778098341,-0.2628720205397746,-0.5368057694182641,-0.002759154277958102,-0.3205039348857167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,3,-1.0268355210026217,4.0621476133918675,2.0089333664952354,0.2958951755118318,3.779968119530679,-1.2316448970959013,3.096288046872057,-0.5449249778098341,-0.3923346832697581,0.936361092700485,-0.4954257798612059,-0.3205039348857167,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
